Term,CRN,Subject,Course Number,Sequence,Title,Credit Hours,Schedule Code,Status,Maximum Enrollment,Actual Enrollment,Seats Available,CrossList Group,CrossList Courses,CrossList Max Enrollment,CrossList Actual Enrollment,Crosslist Seats Available,Primary Instructor Last Name,Primary Instructor First Name,Primary Instructor Username,Instructor2 Last Name,Instructor2 First Name,Instructor2 Username,Instructor3 Last Name,Instructor3 First Name,Instructor3 Username,Begin Time1,End Time1,Building Code1,Room1,Monday1,Tuesday1,Wednesday1,Thursday1,Friday1,Saturday1,Sunday1,Begin Time2,End Time2,Building Code2,Room2,Monday2,Tuesday2,Wednesday2,Thursday2,Friday2,Saturday2,Sunday2,Begin Time3,End Time3,Building Code3,Room3,Monday3,Tuesday3,Wednesday3,Thursday3,Friday3,Saturday3,Sunday3,CIP Code,CIP Description,All Perspectives,Practical Reasoning,Arts Perspective,Social Science Perspective,Western History Perspective,Religion Perspective,Afr Amer Appl Wmn Perspective,International Perspective,Course Fee,Prerequisites
201713,30227,MUS,395,C,Live Production Internship,1,F,A,0,1,-1,,,,,,Bolster,Stephen,bolsterst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500901,"Music, General",(Active Learning Experience),,,,,,,,,
201713,30228,NUR,395,A,Waters Memorial Nursing Intern,1,F,A,0,3,-3,,,,,,Kennison,Monica,kennisonm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511699,"Nursing, Other",(Active Learning Experience),,,,,,,,,
201713,30229,NUR,395,B,Summer Internship Health First,1,F,A,0,1,-1,,,,,,Lamb,Connie,lambc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511699,"Nursing, Other",(Active Learning Experience),,,,,,,,,
201713,30230,NUR,395,C,UK Stdt Nurse Academic Pract,1,F,A,0,1,-1,,,,,,Lamb,Connie,lambc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511699,"Nursing, Other",(Active Learning Experience),,,,,,,,,
201713,30231,NUR,395,D,Waters Memorial Nursing Intern,1,F,A,0,1,-1,,,,,,Kennison,Monica,kennisonm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511699,"Nursing, Other",(Active Learning Experience),,,,,,,,,
201713,30232,PSC,395,F,Jim Gray Campaign Internship,1,F,A,0,1,-1,,,,,,Heyrman,John,heyrmanj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451001,"Political Science/Govern, Gen",(Active Learning Experience),,,,,,,,,
201713,30233,PSC,495,B,Criminal Law Internship,1,F,A,0,1,-1,,,,,,Heyrman,John,heyrmanj,Bouma,Jill,boumaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451001,"Political Science/Govern, Gen",(Active Learning Experience),,,,,,,,,
201713,30234,PSY,395,G,Safe & Healthy Neighborhood,1,F,A,0,1,-1,,,,,,Messer,Wayne,messerw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Unknown CIP,(Active Learning Experience),,,,,,,,,
201713,30235,PSY,395,H,The Ridge Internship,1,F,A,0,1,-1,,,,,,Messer,Wayne,messerw,Smith,Robert,smithro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Unknown CIP,(Active Learning Experience),,,,,,,,,
201713,30236,SOC,395,F,Youth Camp Ldrshp & Social,1,F,A,0,1,-1,,,,,,Burnside,Jackie,burnsidej,Feagan,Beth,feaganb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451101,Sociology,(Active Learning Experience),,,,,,,,,
201713,30237,SOC,395,G,Women's Non-Profit Internship,1,F,A,0,1,-1,,,,,,Woodward,Andrea,woodwarda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451101,Sociology,(Active Learning Experience),,,,,,,,,
201713,30238,SOC,495,B,College Prep. For Immigrants,1,F,A,0,1,-1,,,,,,Woodward,Andrea,woodwarda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451101,Sociology,(Active Learning Experience),,,,,,,,,
201713,30239,SOC,495,C,Globalizing Math for Refugees,1,F,A,0,1,-1,,,,,,Burnside,Jackie,burnsidej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451101,Sociology,(Active Learning Experience),,,,,,,,,
201713,30240,SOC,495,D,STEM Applications the SFSP,1,F,A,0,1,-1,,,,,,Woodward,Andrea,woodwarda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451101,Sociology,(Active Learning Experience),,,,,,,,,
201713,30241,THR,395,B,Internship at the Playhouse,1,F,A,0,1,-1,,,,,,Martin,Deborah,martinde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360117,Theater,(Active Learning Experience),,,,,,,,,
201713,30242,WGS,395,A,A Ray of Hope Internship,1,F,A,0,1,-1,,,,,,Mason,Qrescent,masonq,Rivage-Seul,Marguerite,rivage-seulp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50207,Women's Studies,,,,,,,,,,
201713,30243,SPN,395,B,Children as Language Learners,1,F,A,0,1,-1,,,,,,de Rosset,Frederick,derossetf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,"Agriculture, General",(Active Learning Experience),,,,,,,,,
201713,30244,CSC,495,I,Software Developer Internship,1,F,A,0,1,-1,,,,,,Nakazawa,Mario,nakazawam,Heggen,Scott,heggens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110101,"Computer/Information Sci, Gen",(Active Learning Experience),,,,,,,,,
201713,30245,PSY,395,I,Conflict Relations,1,F,A,0,1,-1,,,,,,Messer,Wayne,messerw,Bouma,Jill,boumaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Unknown CIP,(Active Learning Experience),,,,,,,,,
201713,30246,GST,395,A,Youth Development Internship,1,F,A,0,1,-1,,,,,,Hackbert,Peter,hackbertp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Unknown CIP,(Active Learning Experience),,,,,,,,,
201713,30247,HHP,395,G,Physical Therapy Internship,1,F,A,0,2,-2,,,,,,Mortara,Anthony,mortaraa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310501,"Health & Physical Ed, General",(Active Learning Experience),,,,,,,,,
201713,30248,ECO,495,A,Wealth Management Internship,1,F,A,0,1,-1,,,,,,Cupidon,Jean,cupidonj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450601,"Economics, General",(Active Learning Experience),,,,,,,,,
201713,30249,INT,20,G,USRA Software Development,0,F,A,0,1,-1,,,,,,Nakazawa,Mario,nakazawam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201713,30250,CSC,495,J,Data Analyst Internship,1,F,A,0,1,-1,,,,,,Nakazawa,Mario,nakazawam,Heggen,Scott,heggens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110101,"Computer/Information Sci, Gen",(Active Learning Experience),,,,,,,,,
201713,30251,COM,495,A,Sports Communication Intern,1,F,A,0,1,-1,,,,,,McDonald,Verlaine,mcdonaldv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231001,Speech & Rhetorical Studies,(Active Learning Experience),,,,,,,,,
201713,30252,SOC,395,H,Addictions Counseling Intern,1,F,A,0,1,-1,,,,,,Bouma,Jill,boumaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451101,Sociology,(Active Learning Experience),,,,,,,,,
201713,30253,BUS,395,J,ECON Development Internship,1,F,A,0,1,-1,,,,,,Guggenheim,David,guggenheimd,Hackbert,Peter,hackbertp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Unknown CIP,(Active Learning Experience),,,,,,,,,
201713,30254,SPN,395,C,ESL Field Experience,1,F,A,0,1,-1,,,,,,Graetzer,Margarita,graetzerm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,"Agriculture, General",(Active Learning Experience),,,,,,,,,
201713,30255,ANR,495,J,Animal Education Internship,1,F,A,0,1,-1,,,,,,Parr,Mary,parrm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,"Agriculture, General",(Active Learning Experience),,,,,,,,,
201713,30256,BIO,395,H,Addiction Med Clinic Intern,1,F,A,0,1,-1,,,,,,Blank,Sarah,blanks,Bouma,Jill,boumaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Unknown CIP,(Active Learning Experience),,,,,,,,,
201713,30257,CFS,395,G,Child & Family Studies Intern,1,F,A,0,1,-1,,,,,,Rivers Thompson,Katrina,riversk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Unknown CIP,(Active Learning Experience),,,,,,,,,
201713,30258,NUR,395,E,Nursing Internship,1,F,A,0,1,-1,,,,,,Lamb,Connie,lambc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511699,"Nursing, Other",(Active Learning Experience),,,,,,,,,
201713,30259,CSC,395,E,IT Assistant,1,F,A,0,1,-1,,,,,,Nakazawa,Mario,nakazawam,Heggen,Scott,heggens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119999,"Computer/Information Sci, Gen",(Active Learning Experience),,,,,,,,,
201713,30260,COM,495,B,Pharmaceutical Sales Intern,1,F,A,0,1,-1,,,,,,Brown,Kennaria,brownke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231001,Speech & Rhetorical Studies,(Active Learning Experience),,,,,,,,,
201713,30261,NUR,495,A,Health First Internship,1,F,A,0,1,-1,,,,,,Lamb,Connie,lambc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511699,"Nursing, Other",(Active Learning Experience),,,,,,,,,
201713,30262,CSC,395,F,Software Dev: Berea College,1,F,A,0,1,-1,,,,,,Nakazawa,Mario,nakazawam,Heggen,Scott,heggens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119999,"Computer/Information Sci, Gen",(Active Learning Experience),,,,,,,,,
201713,30263,BUS,395,K,Project Development Internship,1,F,A,0,1,-1,,,,,,Norris,John,norrisj,Hackbert,Peter,hackbertp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Unknown CIP,(Active Learning Experience),,,,,,,,,
201713,30264,WGS,395,B,Grow Appalachia Internship,1,F,A,0,1,-1,,,,,,Mason,Qrescent,masonq,Rivage-Seul,Marguerite,rivage-seulp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50207,Women's Studies,,,,,,,,,,
201713,30265,COM,395,K,Videography Internship,1,F,A,0,1,-1,,,,,,Dickerson,Jacob,dickersonj,Hackbert,Peter,hackbertp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231001,Speech & Rhetorical Studies,(Active Learning Experience),,,,,,,,,
201713,30266,ECO,395,C,Energy Auditor Internship,1,F,A,0,1,-1,,,,,,Cupidon,Jean,cupidonj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450601,"Economics, General",(Active Learning Experience),,,,,,,,,
201713,30267,CFS,395,H,Internship KY Assoc Food Banks,1,F,A,0,1,-1,,,,,,Blythe,Janice,blythej,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Unknown CIP,(Active Learning Experience),,,,,,,,,
201713,30268,SOC,395,I,Youth Empowerment,1,F,A,0,1,-1,,,,,,Woodward,Andrea,woodwarda,Bouma,Jill,boumaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451101,Sociology,(Active Learning Experience),,,,,,,,,
201713,30269,SPN,395,D,Latin Youth Educ. Pgm. Intern,1,F,A,0,1,-1,,,,,,de Rosset,Frederick,derossetf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,"Agriculture, General",(Active Learning Experience),,,,,,,,,
201713,30270,INT,20,H,Forensic Accounting Internship,0,F,A,0,1,-1,,,,,,McCormack,George,mccormacke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201713,30271,UGR,10,A,Research and Creative Projects,0,J,A,0,32,-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Unknown CIP,(Active Learning Experience),,,,,,,,,
